SchCode,School,City,County,Enrollment,Conditional_Num,Cond_Per,PBE_Num,PBE_Per,FRPM_Per
6015507,MANN ELEMENTARY,LONG BEACH,LOS ANGELES,65,5,0.076923077,0,0,0.844512224
6015515,MCKINLEY ELEMENTARY,LONG BEACH,LOS ANGELES,172,79,0.459302326,0,0,0.939436615
6015531,MUIR K-8,LONG BEACH,LOS ANGELES,129,15,0.11627907,0,0,0.836827695
6015549,NAPLES ELEMENTARY,LONG BEACH,LOS ANGELES,80,21,0.2625,4,0.05,0.079452053
6015556,NEWCOMB ACADEMY,LONG BEACH,LOS ANGELES,69,4,0.057971014,1,0.014492754,0.277551025
6015580,PRISK ELEMENTARY,LONG BEACH,LOS ANGELES,87,6,0.068965517,1,0.011494253,0.300314456
6015598,RILEY ELEMENTARY,LAKEWOOD,LOS ANGELES,54,3,0.055555556,1,0.018518519,0.630979478
6015606,ROOSEVELT ELEMENTARY,LONG BEACH,LOS ANGELES,0,0,0,0,0,0.906189561
6015614,SIGNAL HILL ELEMENTARY,SIGNAL HILL,LOS ANGELES,158,19,0.120253165,0,0,0.918588877
6015622,STEVENSON ELEMENTARY,LONG BEACH,LOS ANGELES,141,3,0.021276596,0,0,0.948362708
6015648,TINCHER PREPARATORY,LONG BEACH,LOS ANGELES,97,9,0.092783505,1,0.010309278,0.465591401
6015663,TWAIN ELEMENTARY,LONG BEACH,LOS ANGELES,82,1,0.012195122,5,0.06097561,0.453074425
6015671,WEBSTER ELEMENTARY,LONG BEACH,LOS ANGELES,126,0,0,1,0.007936508,0.922239482
6015689,WHITTIER ELEMENTARY,LONG BEACH,LOS ANGELES,200,8,0.04,1,0.005,0.844638944
6015697,WILLARD ELEMENTARY,LONG BEACH,LOS ANGELES,128,23,0.1796875,0,0,0.932598054
6107015,TWO HARBORS ELEMENTARY,TWO HARBORS,LOS ANGELES,0,0,0,0,0,0
6108013,INTERNATIONAL ELEMENTARY,LONG BEACH,LOS ANGELES,120,33,0.275,0,0,0.955936372
6109292,ALVARADO ELEMENTARY,SIGNAL HILL,LOS ANGELES,94,1,0.010638298,0,0,0.864077687
6112056,ROBINSON ACADEMY,LONG BEACH,LOS ANGELES,130,2,0.015384615,0,0,0.93202883
6116933,POWELL ACADEMY FOR SUCCESS,LONG BEACH,LOS ANGELES,149,29,0.194630872,0,0,0.912650585
6118269,NEW CITY,LONG BEACH,LOS ANGELES,81,12,0.148148148,4,0.049382716,0.84579438
0109660,ASPIRE ANTONIO MARIA LUGO ACADEMY,HUNTINGTON PARK,LOS ANGELES,25,0,0,0,0,0.951351345
1996057,THURGOOD MARSHALL,COMPTON,LOS ANGELES,0,0,0,0,0,0.9375
6012231,BURSCH ELEMENTARY,COMPTON,LOS ANGELES,100,7,0.07,0,0,0.922431886
6012256,DICKISON ELEMENTARY,COMPTON,LOS ANGELES,123,4,0.032520325,0,0,0.946164191
6012264,RONALD E. MCNAIR ELEMENTARY,COMPTON,LOS ANGELES,83,1,0.012048193,0,0,0.954451323
6012272,EMERSON ELEMENTARY,COMPTON,LOS ANGELES,91,3,0.032967033,0,0,0.91984731
6012280,FOSTER ELEMENTARY,COMPTON,LOS ANGELES,166,6,0.036144578,0,0,0.882108212
6012298,JEFFERSON ELEMENTARY,COMPTON,LOS ANGELES,78,0,0,0,0,0.939716339
6012306,KELLY ELEMENTARY,COMPTON,LOS ANGELES,124,3,0.024193548,0,0,0.943937421
6012314,ROBERT F. KENNEDY ELEMENTARY,COMPTON,LOS ANGELES,116,12,0.103448276,0,0,0.929146528
6012322,LAUREL STREET ELEMENTARY,COMPTON,LOS ANGELES,120,7,0.058333333,0,0,0.915463924
6012348,LONGFELLOW ELEMENTARY,COMPTON,LOS ANGELES,101,2,0.01980198,0,0,0.946236551
6012355,MAYO ELEMENTARY,COMPTON,LOS ANGELES,122,1,0.008196721,0,0,0.967340589
6012389,ROOSEVELT ELEMENTARY,COMPTON,LOS ANGELES,150,50,0.333333333,0,0,0.940027893
6012397,ROSECRANS ELEMENTARY,COMPTON,LOS ANGELES,117,4,0.034188034,0,0,0.929549873
6012405,TIBBY ELEMENTARY,COMPTON,LOS ANGELES,82,4,0.048780488,0,0,0.954682767
6012413,WASHINGTON ELEMENTARY,COMPTON,LOS ANGELES,76,10,0.131578947,0,0,0.902147949
6013478,MCKINLEY ELEMENTARY,COMPTON,LOS ANGELES,85,1,0.011764706,0,0,0.882191777
6013494,RALPH BUNCHE ELEMENTARY,CARSON,LOS ANGELES,51,6,0.117647059,0,0,0.925659478
6023741,ANDERSON ELEMENTARY,COMPTON,LOS ANGELES,99,14,0.141414141,0,0,0.953810632
6023758,CARVER ELEMENTARY,LOS ANGELES,LOS ANGELES,60,8,0.133333333,0,0,0.974842787
6023774,LINCOLN ELEMENTARY,LOS ANGELES,LOS ANGELES,44,0,0,0,0,0.941747546
6023782,MARTIN LUTHER KING ELEMENTARY,COMPTON,LOS ANGELES,103,3,0.029126214,0,0,0.945783138
6120877,"CLINTON, WILLIAM JEFFERSON",COMPTON,LOS ANGELES,175,16,0.091428571,0,0,0.955631375
0122465,CEDARLANE ACADEMY,HACIENDA HEIGHTS,LOS ANGELES,24,0,0,0,0,0.821052611
6014112,BALDWIN ACADEMY,LA PUENTE,LOS ANGELES,96,0,0,0,0,0.906630576
6014120,BIXBY ELEMENTARY,HACIENDA HEIGHTS,LOS ANGELES,43,0,0,1,0.023255814,0.863945603
6014138,CALIFORNIA ELEMENTARY,LA PUENTE,LOS ANGELES,65,0,0,0,0,0.926208675
6014153,DEL VALLE ELEMENTARY,LA PUENTE,LOS ANGELES,46,18,0.391304348,0,0,0.940042853
6014179,FAIRGROVE ACADEMY,LA PUENTE,LOS ANGELES,99,3,0.03030303,0,0,0.845815003
6014203,GRAZIDE ELEMENTARY,HACIENDA HEIGHTS,LOS ANGELES,70,0,0,1,0.014285714,0.287931025
6014237,KWIS ELEMENTARY,HACIENDA HEIGHTS,LOS ANGELES,42,0,0,0,0,0.860724211
6014252,LASSALETTE,LA PUENTE,LOS ANGELES,93,0,0,0,0,0.942446053
6014260,LOS ALTOS ELEMENTARY,HACIENDA HEIGHTS,LOS ANGELES,78,9,0.115384615,0,0,0.520833313
6014278,LOS MOLINOS ELEMENTARY,HACIENDA HEIGHTS,LOS ANGELES,67,0,0,4,0.059701493,0.409356713
6014286,LOS ROBLES ACADEMY,HACIENDA HEIGHTS,LOS ANGELES,37,2,0.054054054,0,0,0.729946554
6014294,MESA ROBLES,HACIENDA HEIGHTS,LOS ANGELES,72,0,0,4,0.055555556,0.409671545
6014302,NELSON ELEMENTARY,LA PUENTE,LOS ANGELES,32,3,0.09375,0,0,0.943152428
6014336,PALM ELEMENTARY,HACIENDA HEIGHTS,LOS ANGELES,61,4,0.06557377,0,0,0.896296322
6014369,SPARKS ELEMENTARY,LA PUENTE,LOS ANGELES,101,18,0.178217822,0,0,0.952290058
6014385,SUNSET ELEMENTARY,LA PUENTE,LOS ANGELES,37,0,0,0,0,0.92957747
6014393,TEMPLE ACADEMY,LA PUENTE,LOS ANGELES,41,1,0.024390244,0,0,0.96219933
6014419,WORKMAN ELEMENTARY,LA PUENTE,LOS ANGELES,79,4,0.050632911,1,0.012658228,0.913525522
6022263,"GRANDVIEW, COLLEGE PREPARATORY ACADEMY",VALINDA,LOS ANGELES,31,5,0.161290323,0,0,0.888399422
6022396,WING LANE ELEMENTARY,VALINDA,LOS ANGELES,71,14,0.197183099,1,0.014084507,0.920731723
6066757,WEDGEWORTH ELEMENTARY,HACIENDA HEIGHTS,LOS ANGELES,69,0,0,0,0,0.451523542
6068811,VALINDA SCHOOL OF ACADEMICS,VALINDA,LOS ANGELES,57,0,0,0,0,0.882882893
0128603,"ALBERT EINSTEIN ACADEMY ELEMENTARY, SANTA CLARITA CAMPUS",VALENCIA,LOS ANGELES,65,0,0,3,0.046153846,0.059931505
6115679,MEADOWLARK ELEMENTARY,ACTON,LOS ANGELES,62,6,0.096774194,0,0,0.363171369
6011001,BRIGHTWOOD ELEMENTARY,MONTEREY PARK,LOS ANGELES,86,0,0,0,0,0.401174158
6011019,EMERY PARK ELEMENTARY,ALHAMBRA,LOS ANGELES,40,2,0.05,0,0,0.650735319
6011027,FREMONT ELEMENTARY,ALHAMBRA,LOS ANGELES,51,0,0,0,0,0.682456136
6011035,GARFIELD ELEMENTARY,ALHAMBRA,LOS ANGELES,55,4,0.072727273,1,0.018181818,0.639087021
6011043,GRANADA ELEMENTARY,ALHAMBRA,LOS ANGELES,47,3,0.063829787,1,0.021276596,0.648979604
6011050,MARGUERITA ELEMENTARY,ALHAMBRA,LOS ANGELES,46,1,0.02173913,0,0,0.693877578
6011068,MARTHA BALDWIN ELEMENTARY,ALHAMBRA,LOS ANGELES,124,1,0.008064516,1,0.008064516,0.643446386
6011076,MONTEREY HIGHLANDS ELEMENTARY,MONTEREY PARK,LOS ANGELES,86,0,0,2,0.023255814,0.509054303
6011084,PARK ELEMENTARY,ALHAMBRA,LOS ANGELES,79,2,0.025316456,2,0.025316456,0.709459484
6011092,RAMONA ELEMENTARY,ALHAMBRA,LOS ANGELES,79,1,0.012658228,0,0,0.714958787
6011100,REPETTO ELEMENTARY,MONTEREY PARK,LOS ANGELES,66,0,0,0,0,0.484107584
6011118,WILLIAM NORTHRUP ELEMENTARY,ALHAMBRA,LOS ANGELES,58,0,0,1,0.017241379,0.79285717
6011126,YNEZ ELEMENTARY,MONTEREY PARK,LOS ANGELES,63,2,0.031746032,0,0,0.719822824
0112730,WISDOM ACADEMY FOR YOUNG SCIENTISTS,LOS ANGELES,LOS ANGELES,0,0,0,0,0,0.979515851
0100289,N.E.W. ACADEMY OF SCIENCE AND ARTS,LOS ANGELES,LOS ANGELES,83,0,0,0,0,1
0100743,ACCELERATED ELEMENTARY CHARTER,LOS ANGELES,LOS ANGELES,60,0,0,0,0,0.981884062
0101618,RICHARD RIORDAN PRIMARY CENTER,LOS ANGELES,LOS ANGELES,124,4,0.032258065,0,0,0.770750999
0102335,OCEAN CHARTER,LOS ANGELES,LOS ANGELES,79,0,0,45,0.569620253,0.184855238
0102426,PUC MILAGRO CHARTER,LOS ANGELES,LOS ANGELES,48,11,0.229166667,0,0,0.892361104
0102483,N.E.W. ACADEMY CANOGA PARK,CANOGA PARK,LOS ANGELES,83,1,0.012048193,0,0,0.889812887
0102491,"DR. THEO. T. ALEXANDER JR., SCIENCE CENTER",LOS ANGELES,LOS ANGELES,124,77,0.620967742,0,0,0.763239861
0106427,SYNERGY CHARTER ACADEMY,LOS ANGELES,LOS ANGELES,52,0,0,0,0,0.865384638
0106922,MAPLE PRIMARY CENTER,LOS ANGELES,LOS ANGELES,114,2,0.01754386,0,0,0.92957747
0106955,HARMONY ELEMENTARY,LOS ANGELES,LOS ANGELES,116,37,0.318965517,0,0,0.940607727
0108886,GABRIELLA CHARTER,LOS ANGELES,LOS ANGELES,43,0,0,1,0.023255814,0.894736826
0108910,CELERITY NASCENT CHARTER,LOS ANGELES,LOS ANGELES,121,7,0.05785124,1,0.008264463,0.898477137
0108928,LARCHMONT CHARTER,LOS ANGELES,LOS ANGELES,114,0,0,13,0.114035088,0.32249999
0109181,OLYMPIC PRIMARY CENTER,LOS ANGELES,LOS ANGELES,180,156,0.866666667,0,0,0.95767194
0109199,LAKE STREET PRIMARY,LOS ANGELES,LOS ANGELES,135,32,0.237037037,1,0.007407407,0.868421078
0109207,MARTHA ESCUTIA PRIMARY CENTER,BELL,LOS ANGELES,250,99,0.396,1,0.004,0.869565189
0109223,GARZA -CARMEN LOMAS- PRIMARY CENTER,LOS ANGELES,LOS ANGELES,51,8,0.156862745,0,0,0.826589584
0109231,"DANNY J. BAKEWELL, SR., PRIMARY CENTER",LOS ANGELES,LOS ANGELES,237,24,0.101265823,0,0,0.990338147
0109249,HOOPER AVENUE PRIMARY CENTER,LOS ANGELES,LOS ANGELES,353,6,0.016997167,0,0,0.963562727
0109256,MARIPOSA-NABI PRIMARY CENTER,LOS ANGELES,LOS ANGELES,96,11,0.114583333,0,0,0.884615362
0109264,LEXINGTON AVENUE PRIMARY CENTER,LOS ANGELES,LOS ANGELES,83,10,0.120481928,0,0,0.865800858
0109272,MIDDLETON PRIMARY CENTER,HUNTINGTON PARK,LOS ANGELES,0,0,0,0,0,0.947154462
0109280,AMANECER PRIMARY CENTER,LOS ANGELES,LOS ANGELES,71,17,0.23943662,0,0,0.75
0109298,HOLLYWOOD PRIMARY CENTER,LOS ANGELES,LOS ANGELES,50,1,0.02,0,0,0.938388646
0109306,WASHINGTON PRIMARY CENTER,LOS ANGELES,LOS ANGELES,126,0,0,0,0,0.838095248
0109314,HARVARD ELEMENTARY,LOS ANGELES,LOS ANGELES,85,51,0.6,0,0,0.829745591
0109322,PACIFIC BOULEVARD,HUNTINGTON PARK,LOS ANGELES,113,51,0.451327434,0,0,0.914049566
0109330,RICARDO LIZARRAGA ELEMENTARY,LOS ANGELES,LOS ANGELES,123,7,0.056910569,0,0,0.838571429
0109348,AURORA ELEMENTARY,LOS ANGELES,LOS ANGELES,91,0,0,0,0,0.945010185
0109355,JOHN W. MACK ELEMENTARY,LOS ANGELES,LOS ANGELES,66,25,0.378787879,0,0,0.890736341
0109405,KINGSLEY ELEMENTARY,LOS ANGELES,LOS ANGELES,91,6,0.065934066,2,0.021978022,0.86153847
0109421,HOPE STREET ELEMENTARY,HUNTINGTON PARK,LOS ANGELES,97,22,0.226804124,0,0,0.814159274
0109439,CESAR CHAVEZ ELEMENTARY,LOS ANGELES,LOS ANGELES,52,24,0.461538462,0,0,0.87577641
0109934,OUR COMMUNITY CHARTER,CHATSWORTH,LOS ANGELES,44,3,0.068181818,4,0.090909091,0.318906605
0111211,NEW HEIGHTS CHARTER,LOS ANGELES,LOS ANGELES,63,1,0.015873016,0,0,0.955990195
0111971,FRANK DEL OLMO ELEMENTARY,LOS ANGELES,LOS ANGELES,177,8,0.04519774,1,0.005649718,0.893129766
0111989,CHARLES H. KIM ELEMENTARY,LOS ANGELES,LOS ANGELES,33,6,0.181818182,0,0,0.758771956
0111997,HUNTINGTON PARK ELEMENTARY,HUNTINGTON PARK,LOS ANGELES,78,3,0.038461538,0,0,0.900562823
0112003,WILSHIRE PARK ELEMENTARY,LOS ANGELES,LOS ANGELES,85,66,0.776470588,0,0,0.847549915
0112060,HESBY OAKS LEADERSHIP CHARTER,ENCINO,LOS ANGELES,43,3,0.069767442,0,0,0.152482271
0112235,LOS FELIZ CHARTER SCHOOL FOR THE ARTS,LOS ANGELES,LOS ANGELES,71,7,0.098591549,8,0.112676056,0.273422569
0112334,GARR ACADEMY OF MATH AND ENTREPRENEURIAL STUDIES,LOS ANGELES,LOS ANGELES,0,0,0,0,0,0.204268292
0114884,ASPIRE JUNIOR COLLEGIATE ACADEMY,HUNTINGTON PARK,LOS ANGELES,44,0,0,0,0,0.945945919
0114967,GLOBAL EDUCATION ACADEMY,LOS ANGELES,LOS ANGELES,38,0,0,0,0,0.933054388
0115139,CENTER FOR ADVANCED LEARNING,LOS ANGELES,LOS ANGELES,0,0,0,0,0,0.953216374
0115766,CELERITY DYAD CHARTER,LOS ANGELES,LOS ANGELES,84,0,0,0,0,0.974512756
0115782,CELERITY TROIKA CHARTER,LOS ANGELES,LOS ANGELES,106,24,0.226415094,0,0,0.630742073
0117028,DR. JAMES EDWARD JONES PRIMARY CENTER,LOS ANGELES,LOS ANGELES,88,81,0.920454545,0,0,0.90322578
0117903,KIPP RAICES ACADEMY,LOS ANGELES,LOS ANGELES,109,2,0.018348624,0,0,0.910646379
0117937,ICEF VISTA ELEMENTARY ACADEMY,LOS ANGELES,LOS ANGELES,0,0,0,0,0,0.390769243
0117945,LOU DANTZLER PREPARATORY CHARTER ELEMENTARY,LOS ANGELES,LOS ANGELES,0,0,0,0,0,0.446254075
0117952,FREDERICK DOUGLASS ACADEMY ELEMENTARY,LOS ANGELES,LOS ANGELES,0,0,0,0,0,0.540350854
0117960,ASPIRE HUNTINGTON PARK CHARTER,HUNTINGTON PARK,LOS ANGELES,24,2,0.083333333,0,0,0.965811968
0117978,GOETHE INTERNATIONAL CHARTER,LOS ANGELES,LOS ANGELES,0,0,0,0,0,0.214646459
0119685,RFK COMMUNITY SCHOOLS-NEW OPEN WORLD ACADEMY K-12,LOS ANGELES,LOS ANGELES,90,59,0.655555556,0,0,0.766346991
0119693,RFK COMMUNITY SCHOOLS-UCLA COMMUNITY K-12,LOS ANGELES,LOS ANGELES,68,27,0.397058824,0,0,0.808721483
0119982,EQUITAS ACADEMY CHARTER SCHOOL,LOS ANGELES,LOS ANGELES,85,3,0.035294118,0,0,0.948775053
0120014,ENDEAVOR COLLEGE PREPARATORY CHARTER,LOS ANGELES,LOS ANGELES,0,0,0,0,0,0.951260507
0120477,ASPIRE TITAN ACADEMY,HUNTINGTON PARK,LOS ANGELES,52,0,0,0,0,0.981481493
0121012,WESTSIDE INNOVATIVE SCHOOL HOUSE,LOS ANGELES,LOS ANGELES,88,1,0.011363636,1,0.011363636,0.17613636
0121103,RFK COMMUNITY SCHOOLS - AMBASSADOR SCHOOL - GLOBAL EDUCATION,LOS ANGELES,LOS ANGELES,62,18,0.290322581,0,0,0.856097579
0121699,KIPP EMPOWER ACADEMY,LOS ANGELES,LOS ANGELES,138,4,0.028985507,0,0,0.83157897
0121707,KIPP COMIENZA COMMUNITY PREP,HUNTINGTON PARK,LOS ANGELES,118,1,0.008474576,0,0,0.877598166
0122101,CARSON-GORE ACADEMY OF ENVIORNMENTAL STUDIES,LOS ANGELES,LOS ANGELES,117,47,0.401709402,0,0,0.821646333
0122119,ESTRELLA ELEMENTARY,LOS ANGELES,LOS ANGELES,105,19,0.180952381,0,0,0.942652345
0122127,QUINCY JONES ELEMENTARY,LOS ANGELES,LOS ANGELES,66,1,0.015151515,0,0,0.983651221
0122135,DOLORES HUERTA ELEMENTARY,LOS ANGELES,LOS ANGELES,47,6,0.127659574,0,0,0.876050413
0122143,DR. OWEN LLOYD KNOX ELEMENTARY,LOS ANGELES,LOS ANGELES,142,17,0.11971831,0,0,0.892857134
0122150,WISDOM ELEMENTARY,LOS ANGELES,LOS ANGELES,146,0,0,2,0.01369863,0.927582562
0122168,JAIME ESCALANTE ELEMENTARY,CUDAHY,LOS ANGELES,98,3,0.030612245,0,0,0.896166146
0122176,JUDITH F. BACA ARTS ACADEMY,LOS ANGELES,LOS ANGELES,142,32,0.225352113,0,0,0.881831586
0122556,CITIZENS OF THE WORLD CHARTER,LOS ANGELES,LOS ANGELES,66,28,0.424242424,4,0.060606061,0.358662605
0122564,CAMINO NUEVO ELEMENTARY NO. 3,LOS ANGELES,LOS ANGELES,87,11,0.126436782,0,0,0.9375
0122630,PARA LOS NINOS - EVELYN THURMAN GRATTS PRIMARY,LOS ANGELES,LOS ANGELES,192,54,0.28125,0,0,0.197568387
0122655,CELERITY OCTAVIA CHARTER,LOS ANGELES,LOS ANGELES,69,0,0,0,0,0.916114807
0122861,CAMINO NUEVO ACADEMY 2,LOS ANGELES,LOS ANGELES,48,6,0.125,0,0,0.9375
0123158,ARTS IN ACTION COMMUNITY CHARTER,LOS ANGELES,LOS ANGELES,50,0,0,1,0.02,0.945762694
0124198,EXTERA PUBLIC,LOS ANGELES,LOS ANGELES,82,12,0.146341463,1,0.012195122,0.919689119
0124784,ASPIRE SLAUSON ACADEMY CHARTER,LOS ANGELES,LOS ANGELES,55,10,0.181818182,0,0,0.977777779
0124792,ASPIRE JUANITA TATE ACADEMY CHARTER,LOS ANGELES,LOS ANGELES,54,11,0.203703704,0,0,0.96825397
0124800,ASPIRE INSKEEP ACADEMY CHARTER,LOS ANGELES,LOS ANGELES,26,7,0.269230769,0,0,0.970501482
0124818,LOS ANGELES LEADERSHIP PRIMARY ACADEMY,LOS ANGELES,LOS ANGELES,74,15,0.202702703,0,0,0.891402721
0124826,CAMINO NUEVO CHARTER ACADEMY NO. 4,LOS ANGELES,LOS ANGELES,73,12,0.164383562,0,0,0.920367539
0126078,APPLE ACADEMY CHARTER PUBLIC,LOS ANGELES,LOS ANGELES,56,0,0,0,0,0.797783911
0126177,CITIZENS OF THE WORLD 2,LOS ANGELES,LOS ANGELES,92,24,0.260869565,7,0.076086957,0.418181807
0126193,CITIZENS OF THE WORLD 3,LOS ANGELES,LOS ANGELES,49,22,0.448979592,2,0.040816327,0.037593983
0126375,SALLY RIDE ELEMENTARY: A SMART ACADEMY,LOS ANGELES,LOS ANGELES,104,16,0.153846154,0,0,0.907578588
0126391,LUCILLE ROYBAL-ALLARD ELEMENTARY,HUNTINGTON PARK,LOS ANGELES,106,17,0.160377358,0,0,0.92140466
0126417,SOUTH REGION ELEMENTARY 10,LOS ANGELES,LOS ANGELES,78,35,0.448717949,0,0,0.937629938
0126425,SOUTH REGION ELEMENTARY 11,LOS ANGELES,LOS ANGELES,113,82,0.725663717,0,0,0.857605159
0126433,"DR. LAWRENCE H. MOORE MATH, SCIENCE, TECHNOLOGY ACADEMY",LOS ANGELES,LOS ANGELES,130,2,0.015384615,0,0,0.933246076
0127670,KIPP ILUMINAR ACADEMY,LOS ANGELES,LOS ANGELES,114,2,0.01754386,2,0.01754386,0.846491218
0127886,CITY CHARTER ELEMENTARY,LOS ANGELES,LOS ANGELES,56,11,0.196428571,6,0.107142857,0.601626039
0127977,METRO CHARTER,LOS ANGELES,LOS ANGELES,0,0,0,0,0,0.49333334
0128132,EXTERA PUBLIC SCHOOL NO. 2,LOS ANGELES,LOS ANGELES,97,4,0.041237113,1,0.010309278,0.966666639
0128710,DR. SAMMY LEE MEDICAL AND HEALTH SCIENCE MAGNET ELEMENTARY,LOS ANGELES,LOS ANGELES,79,5,0.063291139,0,0,0.911616147
1932896,ARROYO SECO MUSEUM SCIENCE,LOS ANGELES,LOS ANGELES,24,12,0.5,0,0,0.780769229
1996115,CITY OF ANGELS,LOS ANGELES,LOS ANGELES,0,0,0,0,0,0.501068354
6015705,ALBION STREET ELEMENTARY,LOS ANGELES,LOS ANGELES,48,1,0.020833333,0,0,0.877470374
6015713,ALDAMA ELEMENTARY,LOS ANGELES,LOS ANGELES,114,40,0.350877193,0,0,0.790880501
6015721,ALEXANDRIA AVENUE ELEMENTARY,LOS ANGELES,LOS ANGELES,137,99,0.722627737,0,0,0.950634718
6015739,ALLESANDRO ELEMENTARY,LOS ANGELES,LOS ANGELES,75,15,0.2,1,0.013333333,0.75111109
6015747,ALTA LOMA ELEMENTARY,LOS ANGELES,LOS ANGELES,138,34,0.246376812,2,0.014492754,0.738461554
6015754,AMBLER AVENUE ELEMENTARY,CARSON,LOS ANGELES,54,18,0.333333333,1,0.018518519,0.768558979
6015762,AMESTOY ELEMENTARY,GARDENA,LOS ANGELES,139,79,0.568345324,0,0,0.864040673
6015804,ANGELES MESA ELEMENTARY,LOS ANGELES,LOS ANGELES,81,58,0.716049383,0,0,0.79236275
6015812,ANN STREET ELEMENTARY,LOS ANGELES,LOS ANGELES,24,5,0.208333333,0,0,0.975000024
6015820,ANNALEE AVENUE ELEMENTARY,CARSON,LOS ANGELES,32,17,0.53125,0,0,0.811111093
6015838,ANNANDALE ELEMENTARY,LOS ANGELES,LOS ANGELES,60,49,0.816666667,0,0,0.838815808
6015853,ARAGON AVENUE ELEMENTARY,LOS ANGELES,LOS ANGELES,61,48,0.786885246,0,0,0.893111646
6015861,ARLINGTON HEIGHTS ELEMENTARY,LOS ANGELES,LOS ANGELES,104,47,0.451923077,0,0,0.756535947
6015887,ASCOT AVENUE ELEMENTARY,LOS ANGELES,LOS ANGELES,175,16,0.091428571,0,0,0.957562566
6015895,ATWATER AVENUE ELEMENTARY,LOS ANGELES,LOS ANGELES,59,49,0.830508475,0,0,0.811965823
6015903,AVALON GARDENS ELEMENTARY,LOS ANGELES,LOS ANGELES,40,10,0.25,1,0.025,0.883802831
6015929,BALDWIN HILLS ELEMENTARY,LOS ANGELES,LOS ANGELES,50,36,0.72,0,0,0.725888312
6015978,BEACHY AVENUE ELEMENTARY,ARLETA,LOS ANGELES,120,3,0.025,0,0,0.934453785
6015994,BEETHOVEN STREET ELEMENTARY,LOS ANGELES,LOS ANGELES,60,17,0.283333333,1,0.016666667,0.59940654
6016018,BELVEDERE ELEMENTARY,LOS ANGELES,LOS ANGELES,149,0,0,0,0,0.876456857
6016042,BONITA STREET ELEMENTARY,CARSON,LOS ANGELES,115,63,0.547826087,0,0,0.704590797
6016059,BRADDOCK DRIVE ELEMENTARY,CULVER CITY,LOS ANGELES,41,28,0.682926829,0,0,0.745098054
6016067,BRAINARD ELEMENTARY,LAKE VIEW TERRACE,LOS ANGELES,28,5,0.178571429,0,0,0.88359791
6016075,BREED STREET ELEMENTARY,LOS ANGELES,LOS ANGELES,76,19,0.25,0,0,0.836244524
6016083,BRENTWOOD SCIENCE,LOS ANGELES,LOS ANGELES,18,4,0.222222222,0,0,0.796010852
6016091,BRIDGE STREET ELEMENTARY,LOS ANGELES,LOS ANGELES,39,7,0.179487179,0,0,0.761092126
6016117,BROADACRES AVENUE ELEMENTARY,CARSON,LOS ANGELES,0,0,0,0,0,0.746478856
6016133,BROCKTON AVENUE ELEMENTARY,LOS ANGELES,LOS ANGELES,40,2,0.05,0,0,0.810276687
6016141,BROOKLYN AVENUE ELEMENTARY,LOS ANGELES,LOS ANGELES,72,0,0,0,0,0.900812984
6016166,BUCHANAN STREET ELEMENTARY,LOS ANGELES,LOS ANGELES,53,42,0.79245283,1,0.018867925,0.756385088
6016174,BUDLONG AVENUE ELEMENTARY,LOS ANGELES,LOS ANGELES,148,83,0.560810811,0,0,0.939427316
6016216,BUSHNELL WAY ELEMENTARY,LOS ANGELES,LOS ANGELES,68,20,0.294117647,0,0,0.660427809
6016232,CAHUENGA ELEMENTARY,LOS ANGELES,LOS ANGELES,100,0,0,0,0,0.870340347
6016281,CANFIELD AVENUE ELEMENTARY,LOS ANGELES,LOS ANGELES,92,14,0.152173913,2,0.02173913,0.251948059
6016299,CANOGA PARK ELEMENTARY,CANOGA PARK,LOS ANGELES,145,3,0.020689655,1,0.006896552,0.808536589
6016349,CAROLDALE LEARNING COMMUNITY,CARSON,LOS ANGELES,147,38,0.258503401,0,0,0.700201213
6016364,CARSON STREET ELEMENTARY,CARSON,LOS ANGELES,123,88,0.715447154,0,0,0.773314178
6016372,CARTHAY CENTER ELEMENTARY,LOS ANGELES,LOS ANGELES,46,4,0.086956522,1,0.02173913,0.741214037
6016380,CASTELAR STREET ELEMENTARY,LOS ANGELES,LOS ANGELES,132,55,0.416666667,0,0,0.796296299
6016398,CASTLE HEIGHTS ELEMENTARY,LOS ANGELES,LOS ANGELES,114,29,0.254385965,4,0.035087719,0.327433616
6016406,CATSKILL AVENUE ELEMENTARY,CARSON,LOS ANGELES,119,36,0.302521008,1,0.008403361,0.891846895
6016414,CENTURY PARK ELEMENTARY,INGLEWOOD,LOS ANGELES,58,47,0.810344828,1,0.017241379,0.902147949
6016430,CHAPMAN ELEMENTARY,GARDENA,LOS ANGELES,70,41,0.585714286,0,0,0.813901365
6016448,CHARNOCK ROAD ELEMENTARY,LOS ANGELES,LOS ANGELES,53,20,0.377358491,1,0.018867925,0.813813806
6016463,CHATSWORTH PARK ELEMENTARY,CHATSWORTH,LOS ANGELES,71,6,0.084507042,2,0.028169014,0.578947365
6016471,CHEREMOYA AVENUE ELEMENTARY,LOS ANGELES,LOS ANGELES,70,36,0.514285714,2,0.028571429,0.773195863
6016489,CIENEGA ELEMENTARY,LOS ANGELES,LOS ANGELES,135,117,0.866666667,0,0,0.783861697
6016497,CIMARRON AVENUE ELEMENTARY,HAWTHORNE,LOS ANGELES,42,6,0.142857143,0,0,0.839650154
6016505,CITY TERRACE ELEMENTARY,LOS ANGELES,LOS ANGELES,86,22,0.255813953,0,0,0.804195821
